timestamp,Open,High,Low,Close,Volume
1684122120,0.07282,0.07284,0.07281,0.07281,191080.0
1684122180,0.07281,0.07281,0.07279,0.07279,162612.0
1684122240,0.0728,0.07282,0.07279,0.07281,448782.0
1684122300,0.07281,0.07285,0.0728,0.07284,68036.0
1684122360,0.07284,0.07284,0.07281,0.07281,422829.0
1684122420,0.07281,0.07281,0.07278,0.07278,103349.0
1684122480,0.07278,0.07283,0.07277,0.07278,825755.0
1684122540,0.07277,0.07278,0.07275,0.07276,44476.0
1684122600,0.07276,0.07278,0.07276,0.07277,148832.0
1684122660,0.07277,0.07278,0.07275,0.07275,49062.0
1684122720,0.07274,0.07276,0.07274,0.07276,30074.0
1684122780,0.07274,0.07274,0.07267,0.07269,484667.0
1684122840,0.0727,0.07273,0.0727,0.07273,253082.0
1684122900,0.07273,0.07278,0.07273,0.07277,434981.0
1684122960,0.07277,0.07277,0.07275,0.07277,410830.0
1684123020,0.07276,0.07279,0.07274,0.07274,244649.0
1684123080,0.07275,0.0728,0.07275,0.07278,600085.0
1684123140,0.07277,0.07278,0.07271,0.07272,140171.0
1684123200,0.07272,0.07282,0.07272,0.0728,617622.0
1684123260,0.0728,0.07288,0.07264,0.07267,1129770.0
1684123320,0.07267,0.07274,0.07263,0.0727,870935.0
1684123380,0.0727,0.07271,0.0727,0.0727,189162.0
1684123440,0.0727,0.07275,0.0727,0.07274,302613.0
1684123500,0.07272,0.07273,0.07268,0.07269,100326.0
1684123560,0.0727,0.0727,0.07268,0.07269,73299.0
1684123620,0.07268,0.07268,0.07264,0.07265,273836.0
1684123680,0.07266,0.07266,0.07258,0.07262,420888.0
1684123740,0.07261,0.07262,0.07257,0.07258,621243.0
1684123800,0.07258,0.07262,0.07258,0.07261,214397.0
1684123860,0.07261,0.07263,0.0726,0.07263,261005.0
1684123920,0.07262,0.07263,0.0726,0.0726,95621.0
1684123980,0.0726,0.07263,0.0726,0.07263,176000.0
1684124040,0.07263,0.07263,0.07262,0.07262,116712.0
1684124100,0.07263,0.07264,0.07259,0.0726,383625.0
1684124160,0.07261,0.07262,0.07261,0.07262,71534.0
1684124220,0.07261,0.07262,0.07261,0.07262,6961.0
1684124280,0.07262,0.07264,0.07262,0.07263,214163.0
1684124340,0.07263,0.07264,0.07263,0.07263,9098.0
1684124400,0.07264,0.07268,0.07264,0.07264,292756.0
1684124460,0.07265,0.07265,0.07263,0.07263,66286.0
1684124520,0.07264,0.07266,0.07264,0.07265,57581.0
1684124580,0.07265,0.07269,0.07265,0.07268,673050.0
1684124640,0.07268,0.07269,0.07267,0.07268,347339.0
1684124700,0.07267,0.07269,0.07266,0.07266,557569.0
1684124760,0.07265,0.07266,0.07265,0.07265,2100.0
1684124820,0.07266,0.0727,0.07266,0.07269,439832.0
1684124880,0.07269,0.07269,0.07267,0.07268,179886.0
1684124940,0.07268,0.07269,0.07267,0.07269,116047.0
1684125000,0.07269,0.07269,0.07268,0.07269,69400.0
1684125060,0.07268,0.0727,0.07268,0.0727,159682.0
1684125120,0.07269,0.0727,0.07269,0.0727,2024.0
1684125180,0.07269,0.07273,0.07269,0.0727,226429.0
1684125240,0.0727,0.0727,0.07267,0.07267,177826.0
1684125300,0.07268,0.07268,0.07266,0.07267,90221.0
1684125360,0.07267,0.07267,0.07266,0.07267,75875.0
1684125420,0.07267,0.07269,0.07266,0.07266,92805.0
1684125480,0.07267,0.07272,0.07267,0.07272,326666.0
1684125540,0.07272,0.07272,0.0727,0.07271,26782.0
1684125600,0.07272,0.07278,0.07271,0.07277,190892.0
1684125660,0.07278,0.07281,0.07275,0.0728,880506.0
1684125720,0.0728,0.07281,0.07277,0.07277,190644.0
1684125780,0.07278,0.07278,0.07277,0.07277,33883.0
1684125840,0.07277,0.07279,0.07277,0.07279,120241.0
1684125900,0.07278,0.07285,0.07278,0.07284,257415.0
1684125960,0.07284,0.07285,0.07283,0.07284,641694.0
1684126020,0.07283,0.07284,0.07283,0.07283,7191.0
1684126080,0.07283,0.07285,0.07283,0.07284,133180.0
1684126140,0.07284,0.07285,0.07282,0.07284,379362.0
1684126200,0.07285,0.07288,0.07285,0.07287,630481.0
1684126260,0.07285,0.07286,0.07284,0.07284,92421.0
1684126320,0.07284,0.07289,0.07283,0.07288,395154.0
1684126380,0.07289,0.0729,0.07287,0.07287,347626.0
1684126440,0.07286,0.0729,0.07286,0.07288,82698.0
1684126500,0.07288,0.07292,0.07288,0.07289,316014.0
1684126560,0.07289,0.0729,0.07289,0.07289,14693.0
1684126620,0.07289,0.07292,0.07287,0.07287,284695.0
1684126680,0.07286,0.07287,0.07286,0.07286,2166.0
