timestamp,Open,High,Low,Close,Volume
1684041720,1804.55,1804.56,1804.41,1804.53,17.0883
1684041780,1804.52,1804.53,1804.52,1804.52,5.8239
1684041840,1804.52,1805.38,1804.52,1804.76,218.3755
1684041900,1804.76,1805.33,1804.63,1804.63,93.21
1684041960,1804.64,1805.15,1804.63,1804.96,140.5341
1684042020,1804.97,1804.97,1803.97,1803.98,91.8632
1684042080,1803.98,1803.98,1803.43,1803.43,137.0981
1684042140,1803.44,1803.44,1803.27,1803.27,46.7821
1684042200,1803.28,1803.61,1803.27,1803.5,27.4042
1684042260,1803.5,1803.51,1803.07,1803.22,42.035
1684042320,1803.22,1803.4,1802.48,1803.37,163.4777
1684042380,1803.36,1803.73,1803.36,1803.42,78.9605
1684042440,1803.43,1803.43,1803.41,1803.41,14.6131
1684042500,1803.41,1803.72,1803.41,1803.41,54.5988
1684042560,1803.42,1803.59,1803.41,1803.59,49.6015
1684042620,1803.59,1803.59,1803.4,1803.41,21.6056
1684042680,1803.41,1803.58,1803.4,1803.46,31.823
1684042740,1803.47,1803.47,1801.89,1801.97,181.0043
1684042800,1801.96,1802.8,1801.96,1802.63,84.2986
1684042860,1802.64,1802.64,1801.9,1801.92,240.5634
1684042920,1801.91,1801.92,1801.27,1801.59,117.1807
1684042980,1801.59,1801.97,1801.58,1801.7,75.5973
1684043040,1801.71,1803.4,1801.58,1803.39,290.1172
1684043100,1803.4,1803.59,1803.39,1803.58,34.2205
1684043160,1803.58,1803.98,1803.58,1803.98,20.0077
1684043220,1803.98,1804.0,1803.98,1803.99,16.997
1684043280,1803.99,1804.2,1803.99,1804.0,52.773
1684043340,1804.01,1804.01,1804.0,1804.01,11.5389
1684043400,1804.0,1804.01,1803.42,1803.95,87.2513
1684043460,1803.94,1803.97,1803.8,1803.8,75.2707
1684043520,1803.8,1803.81,1803.8,1803.81,41.1006
1684043580,1803.8,1803.81,1802.25,1802.25,182.2038
1684043640,1802.25,1802.26,1802.13,1802.13,34.5664
1684043700,1802.13,1802.26,1802.13,1802.25,25.3614
1684043760,1802.26,1802.26,1802.2,1802.21,26.9269
1684043820,1802.21,1802.21,1802.0,1802.0,54.5767
1684043880,1802.01,1802.93,1802.0,1802.92,92.2635
1684043940,1802.92,1802.93,1802.92,1802.92,10.1389
1684044000,1802.93,1804.91,1802.92,1804.9,246.9678
1684044060,1804.9,1808.68,1804.9,1806.35,1666.3117
1684044120,1806.36,1807.72,1806.13,1806.31,242.1455
1684044180,1806.31,1807.18,1806.1,1806.9,274.9957
1684044240,1806.9,1808.31,1806.89,1807.02,357.2744
1684044300,1807.03,1807.03,1805.92,1805.92,136.7253
1684044360,1805.93,1805.93,1805.19,1805.2,86.9903
1684044420,1805.2,1807.0,1805.19,1806.74,352.4639
1684044480,1806.74,1807.09,1806.63,1806.92,100.2376
1684044540,1806.92,1807.81,1806.91,1807.41,282.7396
1684044600,1807.4,1809.4,1807.22,1807.72,707.75
1684044660,1807.73,1807.73,1806.5,1806.5,182.4714
1684044720,1806.51,1806.8,1806.5,1806.8,103.461
1684044780,1806.79,1807.53,1806.55,1807.01,318.6203
1684044840,1807.01,1807.44,1806.61,1806.61,164.3011
1684044900,1806.61,1807.0,1806.61,1806.87,102.8971
1684044960,1806.87,1806.87,1806.24,1806.24,55.9625
1684045020,1806.24,1806.6,1806.24,1806.6,15.957
1684045080,1806.59,1806.6,1806.51,1806.59,36.3697
1684045140,1806.59,1806.59,1806.5,1806.51,43.5002
1684045200,1806.5,1807.31,1806.41,1807.3,70.1691
1684045260,1807.3,1807.77,1807.04,1807.05,90.6692
1684045320,1807.04,1807.42,1807.04,1807.06,77.8568
1684045380,1807.05,1807.72,1807.05,1807.71,70.1283
1684045440,1807.72,1807.95,1807.48,1807.95,39.9687
1684045500,1807.94,1808.16,1807.3,1808.13,309.4495
1684045560,1808.13,1809.67,1807.9,1809.42,684.4318
1684045620,1809.42,1809.42,1807.54,1807.96,410.9316
1684045680,1807.96,1809.17,1807.96,1809.17,228.9727
1684045740,1809.17,1809.35,1808.5,1808.5,159.7013
1684045800,1808.5,1809.84,1808.5,1809.41,290.8965
1684045860,1809.4,1809.41,1807.9,1807.9,250.4917
1684045920,1807.9,1807.92,1807.17,1807.92,303.6515
1684045980,1807.91,1807.92,1806.61,1806.73,210.1498
1684046040,1806.73,1806.9,1806.6,1806.9,79.0667
1684046100,1806.9,1807.19,1806.89,1807.18,43.4077
1684046160,1807.19,1807.24,1807.14,1807.14,49.9491
1684046220,1807.15,1807.15,1806.94,1807.08,97.5157
1684046280,1807.08,1807.09,1806.5,1806.5,109.129
1684046340,1806.51,1806.51,1806.5,1806.51,18.5157
1684046400,1806.51,1807.2,1806.5,1806.92,118.0319
1684046460,1806.93,1806.93,1806.76,1806.77,43.3205
1684046520,1806.76,1807.0,1806.76,1806.91,29.2938
1684046580,1806.92,1807.0,1806.91,1806.91,201.9434
