timestamp,Open,High,Low,Close,Volume
1684122180,1824.65,1824.65,1824.0,1824.6,216.433
1684122240,1824.6,1825.54,1824.59,1824.95,543.8388
1684122300,1824.94,1826.87,1824.94,1826.54,404.2559
1684122360,1826.53,1826.54,1825.81,1825.95,510.5285
1684122420,1825.96,1826.47,1825.95,1826.46,99.5891
1684122480,1826.46,1827.71,1826.01,1826.02,400.8756
1684122540,1826.02,1826.44,1826.01,1826.42,92.5707
1684122600,1826.42,1826.6,1826.42,1826.45,80.031
1684122660,1826.45,1826.46,1825.12,1825.13,218.3963
1684122720,1825.12,1826.13,1825.12,1826.13,145.3684
1684122780,1826.13,1826.13,1825.09,1825.1,155.0632
1684122840,1825.1,1825.78,1825.09,1825.66,142.9298
1684122900,1825.65,1826.8,1825.65,1826.79,232.8013
1684122960,1826.8,1827.18,1826.79,1826.97,69.7543
1684123020,1826.97,1827.59,1826.74,1826.74,136.7913
1684123080,1826.75,1827.97,1826.74,1827.43,258.8025
1684123140,1827.43,1827.44,1826.09,1826.09,62.8208
1684123200,1826.1,1829.98,1826.09,1828.75,827.9285
1684123260,1828.76,1832.92,1826.39,1826.84,1640.6613
1684123320,1826.84,1827.6,1825.82,1826.11,472.8436
1684123380,1826.12,1827.08,1826.09,1826.21,193.8309
1684123440,1826.2,1827.12,1826.03,1826.75,291.201
1684123500,1826.74,1827.12,1826.08,1826.2,208.9826
1684123560,1826.2,1826.39,1825.73,1825.74,49.1544
1684123620,1825.74,1825.74,1825.33,1825.34,106.9713
1684123680,1825.33,1825.34,1824.54,1824.54,207.2701
1684123740,1824.54,1824.68,1824.54,1824.55,83.753
1684123800,1824.54,1825.09,1824.54,1824.86,155.3228
1684123860,1824.87,1824.87,1824.0,1824.49,233.5466
1684123920,1824.48,1824.49,1823.82,1823.83,161.7754
1684123980,1823.83,1824.39,1823.65,1824.17,244.965
1684124040,1824.17,1824.18,1823.68,1823.68,809.5923
1684124100,1823.69,1824.87,1823.68,1824.19,279.4325
1684124160,1824.19,1824.61,1824.01,1824.02,132.8974
1684124220,1824.02,1824.26,1823.56,1823.56,138.6775
1684124280,1823.57,1824.0,1823.27,1823.99,202.0628
1684124340,1824.0,1824.29,1823.99,1824.29,85.2052
1684124400,1824.29,1824.81,1824.28,1824.69,137.7511
1684124460,1824.69,1824.7,1824.39,1824.39,86.216
1684124520,1824.4,1825.65,1824.39,1824.92,307.1773
1684124580,1824.92,1825.41,1824.66,1824.66,272.8247
1684124640,1824.67,1825.23,1824.59,1825.12,263.7445
1684124700,1825.12,1825.7,1825.1,1825.58,101.1322
1684124760,1825.58,1825.58,1825.44,1825.45,78.6932
1684124820,1825.45,1826.1,1825.44,1825.9,149.7099
1684124880,1825.91,1826.21,1825.69,1825.89,149.1003
1684124940,1825.9,1826.01,1825.89,1825.9,97.1314
1684125000,1825.91,1826.44,1825.9,1826.43,63.46
1684125060,1826.44,1826.44,1826.01,1826.29,88.6849
1684125120,1826.29,1826.29,1826.22,1826.23,50.6287
1684125180,1826.23,1826.4,1825.76,1825.77,77.3857
1684125240,1825.76,1825.77,1825.3,1825.41,136.1885
1684125300,1825.4,1826.02,1825.4,1826.02,59.7487
1684125360,1826.01,1826.21,1826.01,1826.17,50.3285
1684125420,1826.17,1826.59,1826.01,1826.1,217.1989
1684125480,1826.1,1827.32,1826.1,1827.02,319.201
1684125540,1827.02,1827.75,1826.85,1827.75,84.3911
1684125600,1827.74,1828.12,1827.45,1828.12,163.697
1684125660,1828.11,1828.12,1826.72,1826.72,122.1022
1684125720,1826.72,1826.88,1826.44,1826.44,77.1961
1684125780,1826.44,1826.77,1826.4,1826.4,111.0429
1684125840,1826.41,1826.46,1826.4,1826.46,42.387
1684125900,1826.45,1827.57,1826.45,1827.56,133.5548
1684125960,1827.57,1827.57,1826.85,1827.05,197.1902
1684126020,1827.05,1827.15,1826.68,1826.69,66.2352
1684126080,1826.69,1827.0,1826.68,1826.81,245.4746
1684126140,1826.82,1826.82,1826.41,1826.42,80.9877
1684126200,1826.42,1827.13,1826.41,1827.01,126.3517
1684126260,1827.0,1827.01,1826.21,1826.42,120.2537
1684126320,1826.42,1826.62,1826.16,1826.62,121.8441
1684126380,1826.62,1826.62,1825.65,1825.65,57.1835
1684126440,1825.65,1826.3,1825.65,1826.25,174.7749
1684126500,1826.25,1826.99,1826.25,1826.75,86.8012
1684126560,1826.76,1827.01,1826.75,1827.01,35.0798
1684126620,1827.01,1827.68,1827.0,1827.2,150.3699
1684126680,1827.2,1827.21,1826.71,1826.71,221.2901
1684126740,1826.72,1828.5,1826.71,1828.01,322.3349
1684126800,1828.01,1831.1,1826.2,1826.72,1967.8286
1684126860,1826.72,1827.39,1826.0,1826.01,512.1536
1684126920,1826.01,1827.24,1825.64,1825.64,327.3644
1684126980,1825.64,1825.91,1825.05,1825.34,141.9678
1684127040,1825.35,1826.08,1820.35,1824.56,1773.0341
1684127100,1824.55,1825.39,1823.49,1825.19,382.3162
1684127160,1825.2,1826.54,1825.09,1826.53,377.3839
1684127220,1826.53,1826.54,1825.23,1825.23,209.2466
1684127280,1825.24,1826.34,1825.23,1826.12,210.8087
1684127340,1826.11,1826.52,1826.01,1826.23,131.5667
1684127400,1826.23,1828.03,1826.22,1827.81,252.0758
1684127460,1827.82,1827.82,1825.51,1825.8,934.4884
1684127520,1825.8,1825.81,1820.1,1820.22,1026.5341
1684127580,1820.22,1823.68,1819.21,1821.2,2187.9111
1684127640,1821.19,1822.59,1821.19,1822.19,363.1808
1684127700,1822.18,1823.07,1822.18,1822.93,157.7732
1684127760,1822.93,1823.15,1822.64,1823.14,114.1215
1684127820,1823.14,1823.16,1822.08,1822.8,478.2888
1684127880,1822.81,1823.36,1822.62,1822.62,325.6385
1684127940,1822.63,1823.2,1822.39,1822.39,306.8994
1684128000,1822.39,1822.71,1821.87,1822.46,189.3913
1684128060,1822.46,1822.46,1821.79,1821.79,176.8549
1684128120,1821.8,1822.04,1821.73,1822.04,106.1596
